provider_code,provider_name,provider_postcode,site_code,site_name,site_postcode,establishment_ukprn,establishment_urn,establishment_name,establishment_postcode
1WA,"St Mary's Catholic High School, A Catholic Voluntary Academy",S41 8AG,D,Netherthorpe School,S43 3PU,10036555,137902,Netherthorpe School,S43 3PU
1WA,"St Mary's Catholic High School, A Catholic Voluntary Academy",S41 8AG,5,Tupton Hall School,S42 6LG,10084228,146099,Tupton Hall School,S42 6LG
15D,West Essex SCITT (St John's C of E Primary School),IG9 5RX,9,Harlow Fields School and College,CM18 6RN,10015618,131838,Harlow Fields School and College,CM18 6RN
15D,West Essex SCITT (St John's C of E Primary School),IG9 5RX,F,Ivy Chimneys Primary School,CM16 4EP,10067217,145605,Ivy Chimneys Primary School,CM16 4EP
15D,West Essex SCITT (St John's C of E Primary School),IG9 5RX,T,Lambourne Primary School,RM4 1AU,10067216,145604,Lambourne Primary School,RM4 1AU
15D,West Essex SCITT (St John's C of E Primary School),IG9 5RX,G,Leverton Primary School,EN9 3BE,10081387,115282,Leverton Primary School,EN9 3BE
15D,West Essex SCITT (St John's C of E Primary School),IG9 5RX,Z,The Alderton Junior School,IG10 3HE,10067060,145728,The Alderton Junior School,IG10 3HE
1NZ,Heckmondwike Grammar School,WF16 0AH,W,Westborough High School,WF13 2JE,10015659,107775,Westborough High School,WF13 2JE
1R2,Lutterworth College,LE17 4EW,L,Loughborough University,LE11 3TU,10004113,133834,Loughborough University,LE11 3TU
1R2,Lutterworth College,LE17 4EW,H,Lutterworth High School,LE17 4QH,10034546,137115,Lutterworth High School,LE17 4QH
1Y2,Marlbrook Teaching School,HR2 7NT,E,Ewyas Harold Primary School,HR2 0EY,10076946,116674,Ewyas Harold Primary School,HR2 0EY
1Y2,Marlbrook Teaching School,HR2 7NT,3,Hampton Dene Primary School,HR1 1RT,10073012,116680,Hampton Dene Primary School,HR1 1RT
1Y2,Marlbrook Teaching School,HR2 7NT,6,Leominster Primary School,HR6 8JU,10070283,140617,Leominster Primary School,HR6 8JU
1Y2,Marlbrook Teaching School,HR2 7NT,M,Marlbrook Primary School,HR2 7NT,10070800,116684,Marlbrook Primary School,HR2 7NT
1Y2,Marlbrook Teaching School,HR2 7NT,8,Riverside Primary School,HR2 7JF,10075323,128077,Riverside Primary School,HR2 7JF
1Y2,Marlbrook Teaching School,HR2 7NT,9,St Martin's Primary School,HR2 6AF,10070799,116685,St Martin's Primary School,HR2 6AF
M80,Middlesex University,NW4 4BT,5, Colindale Primary School,NW9 6DT,10072895,101269,Colindale Primary School,NW9 6DT
P38,Pennine Lancashire SCITT,BB5 2QY,M,Marsden Heights Community College,BB9 0PR,10080947,146276,Marsden Heights Community College,BB9 0PR
P38,Pennine Lancashire SCITT,BB5 2QY,V,Pendle Vale College,BB9 8LF,10017926,134989,Pendle Vale College,BB9 8LF
P38,Pennine Lancashire SCITT,BB5 2QY,W,West Craven High School,BB18 5TB,10056714,142856,West Craven High School,BB18 5TB
26T,Bishop's Stortford SCITT,CM21 9BY,F,Birchwood High School ,CM23 5BD,10035666,137637,Birchwood High School,CM23 5BD
26T,Bishop's Stortford SCITT,CM21 9BY,L,Hockerill Anglo-European College,CM23 5HX,10033001,136482,Hockerill Anglo-European College,CM23 5HX
26T,Bishop's Stortford SCITT,CM21 9BY,K,Leventhorpe,CM21 9BY,10034749,137156,Leventhorpe,CM21 9BY
26T,Bishop's Stortford SCITT,CM21 9BY,E,St Mary's Catholic School ,CM23 2NQ,10005635,117594,St Mary's Catholic School,CM23 2NQ
26T,Bishop's Stortford SCITT,CM21 9BY,V,The Bishop's Stortford High School ,CM23 3LU,10000737,117577,The Bishop's Stortford High School,CM23 3LU
26T,Bishop's Stortford SCITT,CM21 9BY,W,Thorley Hill Primary School ,CM23 3NH,10079567,117230,Thorley Hill Primary School,CM23 3NH
26T,Bishop's Stortford SCITT,CM21 9BY,C,Thorn Grove Primary School,CM23 5LD,10079556,117277,Thorn Grove Primary School,CM23 5LD
26T,Bishop's Stortford SCITT,CM21 9BY,G,Windhill21,CM23 2NE,10048962,141851,Windhill21,CM23 2NE
1DP,"TESLA, Bohunt School",GU30 7NY,8,Eggar's School,GU34 4EQ,10038630,138720,Eggar's School,GU34 4EQ
1DP,"TESLA, Bohunt School",GU30 7NY,4,Priory School,PO4 0DL,10041558,141175,Priory School,PO4 0DL
1DP,"TESLA, Bohunt School",GU30 7NY,5,The Petersfield School,GU32 3LU,10034158,136903,The Petersfield School,GU32 3LU
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,G,Gravesend Grammar School,DA12 2PR,10034589,137099,Gravesend Grammar School,DA12 2PR
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,L,Lawn Primary School,DA11 9HB,10077449,118264,Lawn Primary School,DA11 9HB
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,M,Meopham Community Academy,DA13 0JW,10032229,136351,Meopham Community Academy,DA13 0JW
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,N,Northfleet School For Girls,DA11 8AQ,10004754,118788,Northfleet School for Girls,DA11 8AQ
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,C,Northfleet Technology College,DA11 8BG,10004755,118928,Northfleet Technology College,DA11 8BG
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,R,Riverview Infant School,DA12 4SD,10054175,142363,Riverview Infant School,DA12 4SD
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,A,Shears Green Junior School,DA11 7JB,10073106,118436,Shears Green Junior School,DA11 7JB
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,T,Thamesview School,DA12 4LF,10006569,118879,Thamesview School,DA12 4LF
12N,"Thames Teaching Alliance, Gravesham",DA12 2PR,J,Whitehill Primary School,DA12 5HN,10045602,140800,Whitehill Primary School,DA12 5HN
1XO,Ashlawn Teaching School,CV22 5ET,-,Ashlawn School,CV22 5ET,10033253,136587,Ashlawn School,CV22 5ET
1XO,Ashlawn Teaching School,CV22 5ET,A,Hillmorton Primary School,CV21 4PE,10078207,130887,Hillmorton Primary School,CV21 4PE
1FY,Teach East London,E2 0NF,A,Morpeth School,E2 0PX,10016609,100967,Morpeth School,E2 0PX
1FY,Teach East London,E2 0NF,S,Seven Mills Primary School,E14 8LY,10079722,100931,Seven Mills Primary School,E14 8LY
1S1,Temple Primary School,M8 8SA,B,Bowker Vale Primary School,M8 4NB,10068808,105397,Bowker Vale Primary School,M8 4NB
27J,The Duston School,NN5 6XA,E,Abbeyfield School,NN4 8BU,10038483,138858,Abbeyfield School,NN4 8BU
27J,The Duston School,NN5 6XA,G,Blisworth Community Primary School,NN7 3DD,10074830,121794,Blisworth Community Primary School,NN7 3DD
27J,The Duston School,NN5 6XA,J,Charles Warren Academy,MK6 3AZ,10038392,138440,Charles Warren Academy,MK6 3AZ
27J,The Duston School,NN5 6XA,K,Earl Spencer Primary School,NN5 7DE,10074803,121912,Earl Spencer Primary School,NN5 7DE
27J,The Duston School,NN5 6XA,O,East Hunsbury Primary School,NN4 0QW,10065947,145206,East Hunsbury Primary School,NN4 0QW
27J,The Duston School,NN5 6XA,P,Grendon Church of England Primary School,NN7 1JW,10072010,121975,Grendon Church of England Primary School,NN7 1JW
27J,The Duston School,NN5 6XA,C,Kingsthorpe College,NN2 7HR,10039407,138932,Kingsthorpe College,NN2 7HR
27J,The Duston School,NN5 6XA,I,Preston Hedges Primary School,NN4 6BU,10039632,139039,Preston Hedges Primary School,NN4 6BU
27J,The Duston School,NN5 6XA,N,The Good Shepherd Catholic Primary School,NN2 7BH,10056126,142742,The Good Shepherd Catholic Primary School,NN2 7BH
27J,The Duston School,NN5 6XA,D,Thomas Becket Catholic School,NN3 6HT,10056068,142747,Thomas Becket Catholic School,NN3 6HT
24Q,The Leigh Academy,ME2 2SX,R,Cherry Orchard Primary Academy,DA10 1AD,10064709,142517,Cherry Orchard Primary Academy,DA10 1AD
24Q,The Leigh Academy,ME2 2SX,D,Dartford Primary Academy,DA1 1SQ,10047892,141534,Dartford Primary Academy,DA1 1SQ
24Q,The Leigh Academy,ME2 2SX,E,Eastcote Primary Academy,DA16 2ST,10055395,142586,Eastcote Primary Academy,DA16 2ST
24Q,The Leigh Academy,ME2 2SX,H,Hartley Primary Academy,DA3 8BT,10041353,139615,Hartley Primary Academy,DA3 8BT
24Q,The Leigh Academy,ME2 2SX,Z,Leigh Academy Blackheath,SE3 8SY,10068128,145895,Leigh Academy Blackheath,SE3 8SY
24Q,The Leigh Academy,ME2 2SX,I,Molehill Primary Academy,ME15 7ND,10037485,138195,Molehill Primary Academy,ME15 7ND
24Q,The Leigh Academy,ME2 2SX,O,Oaks Primary Academy,ME15 9AX,10037058,137881,Oaks Primary Academy,ME15 9AX
24Q,The Leigh Academy,ME2 2SX,C,Stationers' Crown Woods Academy,SE9 2PT,10047139,141309,Stationers' Crown Woods Academy,SE9 2PT
24Q,The Leigh Academy,ME2 2SX,J,Strood Academy ,ME2 2SX,10027834,135964,Strood Academy,ME2 2SX
24Q,The Leigh Academy,ME2 2SX,7,The Halley Academy,SE3 8EP,10066521,145315,The Halley Academy,SE3 8EP
24Q,The Leigh Academy,ME2 2SX,Q,The Hundred of Hoo Academy ,ME3 9HH,10034985,137119,The Hundred of Hoo Academy,ME3 9HH
24Q,The Leigh Academy,ME2 2SX,A,The Leigh Academy,DA1 1QE,10021033,135297,The Leigh Academy,DA1 1QE
24Q,The Leigh Academy,ME2 2SX,U,The Leigh UTC,DA1 5TF,10047247,140987,The Leigh UTC,DA1 5TF
24Q,The Leigh Academy,ME2 2SX,T,Tree Tops Primary Academy,ME15 9EZ,10037063,137882,Tree Tops Primary Academy,ME15 9EZ
24Q,The Leigh Academy,ME2 2SX,W,Wilmington Academy,DA2 7DR,10031094,136205,Wilmington Academy,DA2 7DR
2B8,Thames Teaching Alliance,DA12 2PR,4,Culverstone Green Primary School,DA13 0RF,10054199,142346,Culverstone Green Primary School,DA13 0RF
2B8,Thames Teaching Alliance,DA12 2PR,X,Lawn Primary School,DA11 9HB,10077449,118264,Lawn Primary School,DA11 9HB
2B8,Thames Teaching Alliance,DA12 2PR,F,Maypole Primary School,DA2 7UZ,10073367,118246,Maypole Primary School,DA2 7UZ
2B8,Thames Teaching Alliance,DA12 2PR,M,Meopham Community Academy,DA13 0JW,10032229,136351,Meopham Community Academy,DA13 0JW
2B8,Thames Teaching Alliance,DA12 2PR,Z,New Ash Green Primary School,DA3 8JT,10075572,130938,New Ash Green Primary School,DA3 8JT
2B8,Thames Teaching Alliance,DA12 2PR,N,Northfleet School for Girls,DA11 8AQ,10004754,118788,Northfleet School for Girls,DA11 8AQ
2B8,Thames Teaching Alliance,DA12 2PR,C,Northfleet Technology College,DA11 8BG,10004755,118928,Northfleet Technology College,DA11 8BG
2B8,Thames Teaching Alliance,DA12 2PR,W,Riverview Junior School,DA12 4SD,10065188,145117,Riverview Junior School,DA12 4SD
2B8,Thames Teaching Alliance,DA12 2PR,T,Thamesview School,DA12 4LF,10006569,118879,Thamesview School,DA12 4LF
2B8,Thames Teaching Alliance,DA12 2PR,K,Westcourt Primary School,DA12 4JG,10062555,144005,Westcourt Primary School,DA12 4JG
2B8,Thames Teaching Alliance,DA12 2PR,D,Whitehill Primary School,DA12 5HN,10045602,140800,Whitehill Primary School,DA12 5HN
1YD,Nottingham Catholic Teaching School Alliance,NG2 7QY,3,Holy Cross Primary Catholic Voluntary Academy,NG15 8BZ,10039041,138812,Holy Cross Primary Catholic Voluntary Academy,NG15 8BZ
1YD,Nottingham Catholic Teaching School Alliance,NG2 7QY,O,Our Lady & St Edward Primary & Nursery Catholic Voluntary Academy,NG3 2LG,10035060,137439,Our Lady & St Edward Primary & Nursery Catholic Voluntary Academy,NG3 2LG
1YD,Nottingham Catholic Teaching School Alliance,NG2 7QY,V,St Bede's Catholic Voluntary Academy,DN16 2TF,10036998,138018,St Bede's Catholic Voluntary Academy,DN16 2TF
1YD,Nottingham Catholic Teaching School Alliance,NG2 7QY,E,St Edmund Campion Catholic Primary School,NG2 5NH,10035109,137428,St Edmund Campion Catholic Primary School,NG2 5NH
1YD,Nottingham Catholic Teaching School Alliance,NG2 7QY,-,The Becket School,NG2 7QY,10035149,137409,The Becket School,NG2 7QY
18Y,Grazebrook Primary School,N16 0QP,Z,Grazebrook Primary School,N16 0QP,10078018,100258,Grazebrook Primary School,N16 0QP
18Y,Grazebrook Primary School,N16 0QP,P,Mossbourne Parkside Academy,E8 1AS,10053737,142255,Mossbourne Parkside Academy,E8 1AS
18Y,Grazebrook Primary School,N16 0QP,S,Shacklewell Primary School,E8 2EA,10073848,100241,Shacklewell Primary School,E8 2EA
18Y,Grazebrook Primary School,N16 0QP,W,Woodberry Down Community Primary School,N4 1SY,10070050,100248,Woodberry Down Community Primary School,N4 1SY
175,Newport Junior School,GU12 4RZ,A,Alderwood School,GU12 4RZ,10064119,116234,Alderwood School,GU12 4RZ
175,Newport Junior School,GU12 4RZ,J,Mayhill Junior School,RG29 1NB,10079079,116075,Mayhill Junior School,RG29 1NB
175,Newport Junior School,GU12 4RZ,I,Park Primary School,GU11 3SL,10076955,116233,Park Primary School,GU11 3SL
175,Newport Junior School,GU12 4RZ,G,Talavera Infant School,GU11 1RG,10075334,116151,Talavera Infant School,GU11 1RG
175,Newport Junior School,GU12 4RZ,H,Talavera Junior School,GU11 1RG,10079074,116149,Talavera Junior School,GU11 1RG
175,Newport Junior School,GU12 4RZ,E,Wellington Community Primary School,GU11 1QJ,10079919,138139,Wellington Community Primary School,GU11 1QJ
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,M,Court Moor School,GU52 7RY,10015454,116412,Court Moor School,GU52 7RY
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,O,Cove School,GU14 9RN,10015332,116446,Cove School,GU14 9RN
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,F,Frogmore Community College,GU46 6AG,10002583,116442,Frogmore Community College,GU46 6AG
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,H,Henry Tyndale School,GU14 8BX,10015925,131559,Henry Tyndale School,GU14 8BX
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,P,Potley Hill Primary School,GU46 6AG,10069575,116059,Potley Hill Primary School,GU46 6AG
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,T,Tavistock Infant School,GU51 4EB,10075351,116044,Tavistock Infant School,GU51 4EB
1UH,Calthorpe Park North East Hants Consortium,GU51 5JA,Y,Yateley School,GU46 6NW,10007692,116433,Yateley School,GU46 6NW
1OL,Tidal Teaching School,HU8 9JH,S,Spring Cottage Primary School,HU8 9JH,10044816,140587,Spring Cottage Primary School,HU8 9JH
19Q,Colmore Partnership Teaching School Alliance,B14 6AJ,J,Colmore Junior School,B14 6AJ,10071501,103188,Colmore Junior School,B14 6AJ
2LP,Featherstone High School,UB2 5HF,-,Featherstone High School,UB2 5HF,10035797,137729,Featherstone High School,UB2 5HF
1RS,Bensham Manor School,CR7 8HJ,B,Glebe School,BR4 9AE,10064912,144893,Glebe School,BR4 9AE
1RS,Bensham Manor School,CR7 8HJ,E,Thomas More Catholic School,CR8 2XP,10016014,101821,Thomas More Catholic School,CR8 2XP
2CL,Academies Enterprise Trust: North East,NW1 1BU,U,Unity City Academy,TS3 8RE,10007135,133768,Unity City Academy,TS3 8RE
ST8,Scarborough Teaching Alliance Secondary,YO12 6TH,U,Scalby School,YO12 6TH,10057639,143288,Scalby School,YO12 6TH
ST8,Scarborough Teaching Alliance Secondary,YO12 6TH,D,University Of Hull,HU6 7RX,10007149,133824,University of Hull,HU6 7RX
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,D,Avondale Park Primary School,W11 4EE,10074666,100487,Avondale Park Primary School,W11 4EE
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,G,Barlby Primary School,W10 6BH,10072926,100478,Barlby Primary School,W10 6BH
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,H,Bevington Primary School,W10 5TW,10074670,100479,Bevington Primary School,W10 5TW
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,S,Bousfield Primary School,SW5 0DJ,10074669,100480,Bousfield Primary School,SW5 0DJ
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,J,Colville Primary School,W11 2DF,10070044,100481,Colville Primary School,W11 2DF
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,E,John Betts Primary School,W6 0UA,10073755,100346,John Betts Primary School,W6 0UA
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,L,Little Ealing Primary School,W5 4EA,10080077,101904,Little Ealing Primary School,W5 4EA
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,T,Marlborough Primary School,SW3 3AP,10072925,100483,Marlborough Primary School,SW3 3AP
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,M,Melcombe Primary School,W6 9ER,10070049,100334,Melcombe Primary School,W6 9ER
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,9,Old Oak Primary School,W12 0AS,10078010,100335,Old Oak Primary School,W12 0AS
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,P,Park Walk Primary School,SW10 0AY,10074667,100486,Park Walk Primary School,SW10 0AY
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,Y,Ravenor Primary School,UB6 9TT,10071258,101885,Ravenor Primary School,UB6 9TT
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,C,St John XXIII Catholic Primary School ,W12 7QT,10075997,100355,St John XXIII Catholic Primary School,W12 7QT
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,V,St Vincent's Catholic Primary School,W3 9JR,10071648,101926,St Vincent's Catholic Primary School,W3 9JR
1EL,West London Teaching School Alliance (Primary Roehampton),W6 7DG,4,Thomson House School,SW14 8HY,10041644,139549,Thomson House School,SW14 8HY
15O,The Royal Borough Teaching School Alliance,W14 8BZ,S,All Saints Catholic College ,W10 6EL,10017353,100503,All Saints Catholic College,W10 6EL
15O,The Royal Borough Teaching School Alliance,W14 8BZ,6,Bobby Moore Academy,E20 2AE,10064831,144739,Bobby Moore Academy,E20 2AE
15O,The Royal Borough Teaching School Alliance,W14 8BZ,H,Holland Park School,W8 7AF,10043056,140134,Holland Park School,W8 7AF
15O,The Royal Borough Teaching School Alliance,W14 8BZ,E,Holy Family Catholic Primary School,W3 0DY,10079125,137569,Holy Family Catholic Primary School,W3 0DY
15O,The Royal Borough Teaching School Alliance,W14 8BZ,N,Newman Catholic College,NW10 3RN,10001161,101564,Newman Catholic College,NW10 3RN
15O,The Royal Borough Teaching School Alliance,W14 8BZ,4,Plashet School,E6 1DG,10017121,102782,Plashet School,E6 1DG
15O,The Royal Borough Teaching School Alliance,W14 8BZ,Z,Purley Oaks Primary School,CR2 0PR,10071269,101733,Purley Oaks Primary School,CR2 0PR
15O,The Royal Borough Teaching School Alliance,W14 8BZ,X,Space Studio West London,TW14 9PE,10053996,142126,Space Studio West London,TW14 9PE
15O,The Royal Borough Teaching School Alliance,W14 8BZ,K,St Gregory's Catholic Science College,HA3 0NB,10055168,142560,St Gregory's Catholic Science College,HA3 0NB
15O,The Royal Borough Teaching School Alliance,W14 8BZ,3,St Ignatius College,EN1 4NP,10006180,102058,St Ignatius College,EN1 4NP
15O,The Royal Borough Teaching School Alliance,W14 8BZ,I,St James' Catholic High School,NW9 5PE,10006183,101364,St James' Catholic High School,NW9 5PE
15O,The Royal Borough Teaching School Alliance,W14 8BZ,J,St Joseph's College,SE19 3HL,10037493,138221,St Joseph's College,SE19 3HL
15O,The Royal Borough Teaching School Alliance,W14 8BZ,W,St Vincent's Catholic Primary School,NW7 1EJ,10071674,101334,St Vincent's Catholic Primary School,NW7 1EJ
15O,The Royal Borough Teaching School Alliance,W14 8BZ,R,The Sacred Heart Language College,HA3 7AY,10082965,146245,The Sacred Heart Language College,HA3 7AY
15O,The Royal Borough Teaching School Alliance,W14 8BZ,G,The Totteridge Academy ,N20 8AZ,10063187,144502,The Totteridge Academy,N20 8AZ
15O,The Royal Borough Teaching School Alliance,W14 8BZ,B,Thomas Jones Primary School,W11 1RQ,10074665,100488,Thomas Jones Primary School,W11 1RQ
15O,The Royal Borough Teaching School Alliance,W14 8BZ,T,University Academy of Engineering South Bank ,SE17 2TP,10043502,140221,University Academy of Engineering South Bank,SE17 2TP
15O,The Royal Borough Teaching School Alliance,W14 8BZ,9,West London Free School,W6 9LP,10035246,136750,West London Free School,W6 9LP
1EP,Dixons Multi-Academy Trust (DMAT),BD5 7RR,1,Dixons Allerton Academy,BD8 0DH,10027543,135866,Dixons Allerton Academy,BD8 0DH
1EP,Dixons Multi-Academy Trust (DMAT),BD5 7RR,2,Dixons Kings Academy,BD7 2AN,10035313,137277,Dixons Kings Academy,BD7 2AN
1EP,Dixons Multi-Academy Trust (DMAT),BD5 7RR,3,Dixons McMillan Academy,BD5 0JD,10046598,141002,Dixons McMillan Academy,BD5 0JD
1EP,Dixons Multi-Academy Trust (DMAT),BD5 7RR,4,Dixons Trinity Academy,BD5 0BE,10037658,138251,Dixons Trinity Academy,BD5 0BE
1ER,Yorkshire Inclusive TSA,LS8 2PW,Q,Benton Park School,LS19 6LX,10000649,108083,Benton Park School,LS19 6LX
1ER,Yorkshire Inclusive TSA,LS8 2PW,1,John Jamieson School,LS8 2PW,10015944,108119,John Jamieson School,LS8 2PW
1ER,Yorkshire Inclusive TSA,LS8 2PW,N,Mowbray School,DL8 2SD,10016550,121779,Mowbray School,DL8 2SD
1ER,Yorkshire Inclusive TSA,LS8 2PW,P,North Ridge Community School,DN6 7EF,10085811,147829,North Ridge Community School,DN6 7EF
